URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://ig.santeon.nl/careplan/ValueSet/deidentification-action-vs,0.1.0,active,,DeidentificationActionVS,De-identification Action Value Set,"Allowed values for a de-identification rule's action.",,"Internal"
